name;fuji velvia-like
description;fuji velvia-like colorchecker
num_gray;24
patch;L_source;a_source;b_source;L_reference;a_reference;b_reference
H10;59.807655334472656;-5.2148399353027344;-20.640586853027344;80.241798400878906;-6.0431661605834961;-30.151187896728516
H11;60.121223449707031;-7.8956184387207031;-25.404632568359375;80.929183959960938;-12.351692199707031;-29.189849853515625
H12;60.417427062988281;-13.322382926940918;-36.4359130859375;82.568458557128906;-26.253105163574219;-26.883338928222656
H13;60.574440002441406;-21.027565002441406;-37.352466583251953;84.335029602050781;-37.778438568115234;-24.35346794128418
H14;48.605369567871094;45.505641937255859;-39.241432189941406;72.149772644042969;54.837314605712891;-41.803443908691406
H15;72.029693603515625;-0.89335441589355469;45.991302490234375;90.319610595703125;-1.129448413848877;66.010261535644531
H16;34.088695526123047;1.3204514980316162;-7.7557029724121094;46.063053131103516;3.3367276191711426;-16.823101043701172
H17;47.291728973388672;34.779964447021484;12.537199020385742;66.258071899414062;49.386173248291016;21.665836334228516
H18;55.041160583496094;-29.464244842529297;17.301368713378906;71.328681945800781;-48.500953674316406;29.235017776489258
H19;35.497802734375;19.704208374023438;-58.467048645019531;55.327178955078125;21.266578674316406;-69.492874145507812
H20;63.114341735839844;0.18864870071411133;19.609569549560547;77.708610534667969;0.61714649200439453;28.473997116088867
H21;57.11212158203125;-0.042855739593505859;-0.52869319915771484;71.621170043945312;0.25731325149536133;-0.98605155944824219
H22;62.054580688476562;-6.8237185478210449;26.490127563476562;75.231819152832031;-9.6369380950927734;38.772010803222656
I01;18.661464691162109;2.933934211730957;-16.879993438720703;16.471977233886719;16.323358535766602;-42.900131225585938
I02;18.868480682373047;4.6857447624206543;-27.004337310791016;22.605129241943359;26.74351692199707;-63.136863708496094
I03;20.374210357666016;6.2130541801452637;-35.683124542236328;30.792366027832031;31.520605087280273;-76.944229125976562
I04;21.435314178466797;9.7862033843994141;-51.0841064453125;40.391181945800781;35.630374908447266;-91.022216796875
I05;38.029407501220703;2.2257566452026367;-16.440231323242188;53.702667236328125;5.1091313362121582;-29.813396453857422
I06;38.184967041015625;3.2216458320617676;-24.704200744628906;55.628707885742188;6.5909624099731445;-41.511989593505859
I07;38.031745910644531;4.4811515808105469;-33.024524688720703;57.135536193847656;9.1432933807373047;-53.010524749755859
I08;36.834049224853516;8.3138790130615234;-54.707126617431641;59.217536926269531;4.8696098327636719;-63.350105285644531
I09;59.583938598632812;0.80841779708862305;-16.237401962280273;79.599937438964844;2.7608573436737061;-27.193618774414062
I10;59.729049682617188;1.1687576770782471;-20.183300018310547;80.148323059082031;2.4368166923522949;-30.152297973632812
I11;59.47845458984375;2.387315034866333;-25.487386703491211;79.889297485351562;1.8964707851409912;-30.564510345458984
I12;59.491615295410156;3.5312473773956299;-35.184299468994141;80.347488403320312;-2.2456347942352295;-29.923175811767578
I13;57.31060791015625;-21.571994781494141;-40.110324859619141;81.444053649902344;-36.979080200195312;-28.774965286254883
I14;43.796035766601562;51.713676452636719;-41.376186370849609;68.320632934570312;62.493534088134766;-47.80328369140625
I15;70.463394165039062;0.5582273006439209;53.623569488525391;88.730682373046875;1.7645061016082764;74.685714721679688
I16;28.615390777587891;1.3038367033004761;-6.950688362121582;35.869373321533203;4.3007135391235352;-18.141895294189453
I17;43.258262634277344;38.553058624267578;15.692996978759766;62.088935852050781;55.9794921875;28.320693969726562
I18;50.915351867675781;-31.311929702758789;20.084720611572266;67.957221984863281;-55.056930541992188;37.797367095947266
I19;29.082298278808594;24.421989440917969;-62.644153594970703;48.566398620605469;30.033349990844727;-80.507766723632812
I20;65.740936279296875;-7.650911808013916;23.217927932739258;80.131965637207031;-11.716365814208984;33.910549163818359
I21;42.330253601074219;-15.707239151000977;18.97125244140625;54.18096923828125;-32.620250701904297;41.144741058349609
I22;61.124656677246094;-19.913942337036133;11.210346221923828;74.513969421386719;-28.893768310546875;17.133474349975586
J01;10.770841598510742;7.1835966110229492;-15.76220703125;3.7835159301757812;9.7278432846069336;-24.832481384277344
J02;10.817132949829102;12.528755187988281;-26.20326042175293;8.6035423278808594;28.184108734130859;-49.303474426269531
J03;12.407913208007812;16.907476425170898;-36.156307220458984;17.706977844238281;41.711883544921875;-72.277336120605469
J04;11.643980026245117;33.800029754638672;-65.454696655273438;32.270652770996094;60.844837188720703;-107.50142669677734
J05;34.0009765625;5.1767973899841309;-15.78565788269043;47.670089721679688;11.250913619995117;-31.803083419799805
J06;34.034271240234375;9.534642219543457;-23.989767074584961;49.732025146484375;18.561065673828125;-44.263301849365234
J07;33.733634948730469;14.152571678161621;-32.65948486328125;51.522941589355469;25.413692474365234;-55.770290374755859
J08;31.582130432128906;27.174636840820312;-56.348663330078125;53.094398498535156;35.016624450683594;-72.994522094726562
J09;59.382484436035156;2.4375617504119873;-16.311286926269531;79.36083984375;4.5699477195739746;-26.751888275146484
J10;59.280723571777344;5.1752924919128418;-20.53123664855957;79.78515625;8.3080234527587891;-30.614662170410156
J11;59.425483703613281;7.4130592346191406;-24.842666625976562;80.022041320800781;8.9032354354858398;-30.235015869140625
J12;58.993965148925781;12.61436939239502;-34.062957763671875;79.766700744628906;11.909872055053711;-30.579017639160156
J13;53.963088989257812;-21.387458801269531;-42.633533477783203;79.534858703613281;-35.621376037597656;-31.699275970458984
J14;39.339935302734375;56.868896484375;-42.700618743896484;64.579971313476562;69.884063720703125;-53.720867156982422
J15;68.770088195800781;2.2635459899902344;60.998523712158203;86.997543334960938;4.3247642517089844;80.841133117675781
J16;23.742214202880859;1.1923313140869141;-6.0473384857177734;25.547672271728516;4.5458674430847168;-18.213813781738281
J17;39.539913177490234;41.369541168212891;18.179576873779297;58.209312438964844;61.883182525634766;35.983413696289062
J18;46.731830596923828;-32.183185577392578;22.275321960449219;64.68133544921875;-58.249355316162109;46.646671295166016
J19;22.919460296630859;29.42529296875;-65.903160095214844;41.624183654785156;41.326419830322266;-91.935569763183594
J20;61.932632446289062;-19.323230743408203;4.3022990226745605;77.012680053710938;-28.117328643798828;7.4529051780700684
J21;34.065906524658203;-21.882862091064453;14.899290084838867;45.123489379882812;-45.700462341308594;41.849388122558594
J22;22.884635925292969;-6.0246138572692871;-0.82702040672302246;19.275474548339844;-13.466477394104004;-0.64227581024169922
K01;18.290180206298828;11.68060302734375;-14.399349212646484;16.135189056396484;27.813240051269531;-35.203342437744141
K02;17.921455383300781;23.205280303955078;-22.76527214050293;23.591594696044922;46.668617248535156;-50.917755126953125
K03;18.514377593994141;33.226863861083984;-30.573898315429688;32.110546112060547;60.017719268798828;-64.030036926269531
K04;20.490383148193359;37.70001220703125;-33.914871215820312;37.54901123046875;65.595718383789062;-67.94677734375
K05;37.548988342285156;9.6516017913818359;-15.413713455200195;53.015876770019531;17.2449951171875;-27.567493438720703
K06;37.370067596435547;18.552377700805664;-22.055942535400391;54.754646301269531;30.544549942016602;-37.931285858154297
